,name_json,source,layer,lat,lon,validtime_start,validtime_end,addendum_json_details,street
15,,atlas_jacoubet_1836,street,48.86492051024403,2.3352031626166205,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Clos Georgot
16,,atlas_jacoubet_1836,street,48.83273978706471,2.351041732958799,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Croulebarbe
17,,atlas_jacoubet_1836,street,48.86512959808841,2.342820336221732,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Pageoin
18,,atlas_jacoubet_1836,street,48.8370243444876,2.3374614378390817,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Cassini
19,,atlas_jacoubet_1836,street,48.84222477881547,2.3515459801303122,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Gracieuse
20,,atlas_jacoubet_1836,street,48.852237101458925,2.3435780073709735,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Percée
21,,atlas_jacoubet_1836,street,48.85483921684547,2.359628170614314,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Percée
22,,atlas_jacoubet_1836,street,48.85878042244186,2.3580359719798425,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Des Guillemites
23,,atlas_jacoubet_1836,street,48.88336882283921,2.3604674682323217,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Des Fossés Saint-Martin
24,,atlas_jacoubet_1836,street,48.86851433874227,2.3352467758370095,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Monsigny
25,,atlas_jacoubet_1836,street,48.863298628224506,2.3562420882479245,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Chapon
26,,atlas_jacoubet_1836,street,48.849097648305786,2.3286127828579106,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue D'Assas
27,,atlas_jacoubet_1836,street,48.83583515332075,2.351388614272249,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Des Gobelins
28,,atlas_jacoubet_1836,street,48.855753913625705,2.3393229338032766,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue De Nevers
29,,atlas_jacoubet_1836,street,48.8652163718481,2.346759682485359,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Montorgueil
30,,atlas_jacoubet_1836,street,48.83074991208374,2.345344882656653,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Boulevard Des Gobelins
31,,atlas_jacoubet_1836,street,48.865284675962435,2.356640241917906,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Du Marché Saint-Martin
32,,atlas_jacoubet_1836,street,48.86795412349097,2.3345749432707144,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Marsollier
33,,atlas_jacoubet_1836,street,48.86182571069145,2.3526017505124464,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Des Petits Champs
34,,atlas_jacoubet_1836,street,48.871521306273664,2.3505500384996676,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue De L'Échiquier
35,,atlas_jacoubet_1836,street,48.85897557937838,2.3311045325389435,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Quai Voltaire
36,,atlas_jacoubet_1836,street,48.87792553764289,2.3239717152922275,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue De Rome
37,,atlas_jacoubet_1836,street,48.86724221745488,2.3758584097249584,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Saint-Maur
38,,atlas_jacoubet_1836,street,48.84920364536578,2.3239716245660382,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Saint-Maur
39,,atlas_jacoubet_1836,street,48.86569265215417,2.3561882921305943,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Saint-Maur
40,,atlas_jacoubet_1836,street,48.8584434088824,2.3569843187225406,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Du Puits
41,,atlas_jacoubet_1836,street,48.88145685699869,2.3409138267591487,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Ruelle Beauregard
42,,atlas_jacoubet_1836,street,48.85051728889478,2.33800287909291,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Condé
43,,atlas_jacoubet_1836,street,48.85333540869953,2.31935663281429,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Vanneau
44,,atlas_jacoubet_1836,street,48.86122403376766,2.349429731649545,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Cour Batave
45,,atlas_jacoubet_1836,street,48.86212622594262,2.3376191866006546,1827,1836,"{""title"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte, 1827-1836."", ""reference"": ""https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858369"", ""description"": ""Atlas général de la Ville, des faubourgs et des monuments de Paris : 1836 / par Th. Jacoubet, architecte... ; gravé par Bonnet ; dédié et présenté à M. le Comte de Chabrol de Volvic, Conseiller d'Etat, Préfet du Département de la Seine ; écrit par Hacq. graveur du Dépot de la Guerre.""}",Rue Pierre Lescot
